file,title,date
VAM_7_From_Quantum_Constants_to_Galactic_Swirl/VAM-7-From_Quantum_Constants_to_Galactic_Swirl.tex,subsection: Final Form,
VAM_7_From_Quantum_Constants_to_Galactic_Swirl/VAM-7-From_Quantum_Constants_to_Galactic_Swirl.tex,section: Combined Rotation Profile and Flat Curve Behavior,
VAM_7_From_Quantum_Constants_to_Galactic_Swirl/VAM-7-From_Quantum_Constants_to_Galactic_Swirl.tex,subsection: Unified Expression,
VAM_7_From_Quantum_Constants_to_Galactic_Swirl/VAM-7-From_Quantum_Constants_to_Galactic_Swirl.tex,subsection: Graphical Visualization,
VAM_7_From_Quantum_Constants_to_Galactic_Swirl/VAM-7-From_Quantum_Constants_to_Galactic_Swirl.tex,subsection: Physical Interpretation,
VAM_7_From_Quantum_Constants_to_Galactic_Swirl/VAM-7-From_Quantum_Constants_to_Galactic_Swirl.tex,section: Conclusion and Discussion,
VAM_8_MASTER_Paper/info.md,,
VAM_8_MASTER_Paper/Masses_Topology.py,,
VAM_8_MASTER_Paper/MASTER_references.bib,,
VAM_8_MASTER_Paper/MoleculeWeight.py,,
VAM_8_MASTER_Paper/proton_neutron_weigth.py,,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,"The Vortex Æther Model: \\[1ex]
        \large A Unified Topological Field Theory of Mass, Gravity, and Time",\today
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Introduction and Motivation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,"section: Ontological Foundations: Æther, Swirl, and Time",
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: The Æther Manifold $\mathcal{N,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Swirl Fields and Scalar Potentials,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Temporal Ontology: Proper Time and Swirl Clocks,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Knot Causality and Topological Stability,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Summary: Physical Ontology of VAM,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Swirl Kinematics and Classical Gravitation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Swirl Field Velocity and Time Deviation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Gravitational Redshift from Swirl Clock Phase,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Frame-Dragging as Vortex Coupling,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Inertial Mass from Swirl Resistance,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Recovery of Newtonian and Relativistic Limits,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Benchmarking Against GR,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Particles as Vortex Knots — Mass and Topology,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Knot-Based Particle Taxonomy,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,"subsection: Chirality, Time, and Matter-Antimatter Duality",
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Swirl Energy and Charge from Helicity,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Mass Formula with Topological Amplification,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Derived Baryon Masses,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Master Formula for All Knot-Based Masses,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Physical Interpretation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Standard Model from Swirl Symmetry,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: \textbf{\boldmath\texorpdfstring{$U(1)_Y$,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: \textbf{\boldmath\texorpdfstring{$SU(2)_L$,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: \textbf{\boldmath\texorpdfstring{$SU(3)_C$,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Summary: Gauge Structure as Observable Swirl Dynamics,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Unified Lagrangian Including Gravity and Electromagnetism,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Quantized Swirl Field Theory in the Vortex \AE{,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Canonical Commutators and Field Quantization,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Swirl Mode Expansion and Vortex Quantization,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Knot Hilbert Space and Topological Basis,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Topological Path Integral,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Interaction Vertices and S-Matrix Formulation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Time Evolution and Swirl Observables,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Benchmarking VAM Against General Relativity,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Gravitational Time Dilation as Helicity Drag,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Swirl Horizons as Event Horizon Analogs,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Gravitational Redshift via Swirl Compression,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Frame Dragging from Helicity Currents,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Black Hole Behavior as Vortex Compression Limits,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Lorentz Recovery and Minkowski Limit,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Conclusion: GR as a Topological Fluid Limit,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Experimental Proposals and Observational Tests,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Swirl Clock Deviations in Superfluid Rings,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Optical Helicity Lensing,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Quantized Mass–Circulation Correlation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Persistent Swirl Entanglement in BECs,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Refraction of Light by Light,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Observables Summary,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Conclusion,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Discussion and Future Outlook,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Synthesis of Key Achievements,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Open Problems and Research Frontiers,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Path Toward QFT–VAM Equivalence,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Toward a Physical Quantum Gravity,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Final Perspective,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Derivation of Fundamental Constants from Vortex Geometry,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Fine-Structure Constant \boldmath\( \alpha \),
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Planck Constant \boldmath\( \hbar \),
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Gravitational Constant \boldmath\( G \),
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Electron Mass \boldmath\( m_e \),
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Summary Table,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Deriving the Æther Fluid Density from First Principles \boldmath\( \rho_{\text{\ae,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Derivation of the Mass-Equivalent Æther Density \boldmath\( \rho_{\text{\ae,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Derivation of the Rotational Energy Density \boldmath\( \rho_{\text{\ae,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Summary and Preferred Usage of Æther Densities,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Vortex-Scale Gravitational Coupling and Ætheric Planck Units,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Definition and Physical Motivation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Physical Interpretation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Ætheric Planck Units,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsubsection: Æther Planck Mass,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsubsection: Æther Planck Time,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsubsection: Æther Planck Energy,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Implications for Vortex Physics,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Conclusion,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Knot Mass Taxonomy and Helicity Tables,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Swirl Operator Algebra – Reference Form,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: SU(2) Algebra from Topological Knot Transformations,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: SU(3) Braid Algebra and Color Topology,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Physical Interpretation of Operators,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Summary,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Experimental Protocols and Clock Shift Predictions,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Helicity-Induced Time Dilation in Toroidal BECs,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Optical Helicity Lensing via Swirl Interference,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Swirl Clocks and Phase-Resolved Measurement of \( S(t) \),
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Summary of Observable Signatures,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Static Swirl Field Experiments from Æther Potential Theory,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsubsection: Atom Interferometry in Static Swirl Wells,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsubsection: Passive Drift in Helicity Gradients,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsubsection: Optical Cavity Time Deviation Test,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Glossary of Temporal Ontology and Ætheric Constructs,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Temporal Modes in VAM,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Æther Field Quantities,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Knot Taxonomy Labels,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: VAM vs Classical Analogs,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Scaling Hierarchy of Observable Forces in Vortex \AE ther,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Fundamental Æther Tension,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Observable Coulomb Force,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Gravitational Coupling and Fine Structure,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Hierarchical Scaling of Forces,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Interpretation of Scaling,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Postulate: Swirl Coupling Limit,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Entropic Gravity from Swirl Fields,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Swirl Clock as Entropy,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Effective Temperature from Swirl Energy,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Entropic Force in VAM,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Comparison with Pressure Gradient Force,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Final VAM Entropic Force Expression,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Interpretation and Outlook,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Entropy as Function of Vortex Area and Swirl Phase,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Interpretation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Mapping Verlinde's Screen Bits to Vortex Topology,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Interpretation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Side-by-Side Comparison: Verlinde vs VAM,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,"section: VAM Action for Global Swirl Field $S(x,t)$",
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Field Definition,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: VAM Action Functional,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Interpretation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Equations of Motion,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Toward 2D or 3D Generalization,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Cosmological Evolution of Constants in VAM,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Interpretation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Unified Time Dilation as Ætheric Relative Motion,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Entropic Gravity as Swirl-Induced Pressure Gradient,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Emergent Speed of Light from Swirl Density,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Gauge Torsion as Ætheric Vorticity,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Rømer Delay and Ætheric Propagation,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Sagnac Effect and Circulation in Æther,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Schwarzschild Collapse in VAM,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Incompressible Swirl Equilibrium,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Cosmological Evolution of Constants,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Noncommutative Black Holes and Swirl Quantization,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,section: Acknowledgements and Author Notes,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Author Acknowledgements,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Conceptual Ethos,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Historical Scope and Method,
VAM_8_MASTER_Paper/VAM-8-Master_Paper.tex,subsection: Invitation to Collaboration,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,section: \noindent\raggedright The VAM Mass Formula,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,subsection: Corrected Master Mass Formula (two equivalent forms),
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,subsection: Variables and Constants,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,subsection: Hyperbolic Suppression Factor \(\varphi\),
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,subsection: Annotated Master Mass Formula,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,section: Canonical Vortex Volume,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,section: Lepton Helicity as a Dimensionless Shape,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,section: Implementation Notes,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,section: Baryons as Linked Knot Assemblies,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,subsection: Proton: Linked \(uud\) Configuration,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,subsection: Neutron: Linked \(udd\) Configuration,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,subsection: Unified Mass Evaluation via the Master Formula,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,subsection: Conclusion,
VAM_8_MASTER_Paper/VAM-8.5-Master_Formula.tex,section: Calculating Atomic Masses with the Master Formula,
VAM_8_MASTER_Paper/VAM-8_NewNotes.tex,,
VAM_8_MASTER_Paper/appendix/Appendix_Lagrangian_first_principle.tex,,
VAM_8_MASTER_Paper/appendix/Appendix_Lagrangian_first_principle.tex,section: Appendix J: First-Principles Derivation of Swirl-Phase Mass via Lagrangian Formalism,
VAM_8_MASTER_Paper/appendix/Appendix_Lagrangian_first_principle.tex,subsection: J.1 Motivation and Scope,
VAM_8_MASTER_Paper/appendix/Appendix_Lagrangian_first_principle.tex,subsection: J.2 Action and Lagrangian for Swirl Clock Field,
VAM_8_MASTER_Paper/appendix/Appendix_Lagrangian_first_principle.tex,subsection: J.3 Euler-Lagrange Equation and Physical Meaning,
VAM_8_MASTER_Paper/appendix/Appendix_Lagrangian_first_principle.tex,subsection: J.4 Mass as Swirl Energy Integral,
VAM_8_MASTER_Paper/appendix/Appendix_Lagrangian_first_principle.tex,subsection: J.5 Interpretation and Outlook,
VAM_8_MASTER_Paper/sections/01_introduction.tex,,
VAM_8_MASTER_Paper/sections/01_introduction.tex,section: Introduction and Motivation,
VAM_8_MASTER_Paper/sections/A_SM.tex,,
VAM_8_MASTER_Paper/sections/A_SM.tex,section: Knot-Based Mass Spectrum in the Vortex \AE{,
VAM_8_MASTER_Paper/sections/A_SM.tex,subsection: Unified Mass Formula from Topological Swirl Dynamics,
VAM_8_MASTER_Paper/sections/A_SM.tex,subsection: Knot-to-Particle Mapping with Hyperbolic Volume,
VAM_8_MASTER_Paper/sections/A_SM.tex,subsection: Baryon Mass: Proton and Neutron from Quark Knots,
VAM_8_MASTER_Paper/sections/A_SM.tex,subsection: Electron Mass via Trefoil Helicity,
VAM_8_MASTER_Paper/sections/A_SM.tex,subsection: Topology of Composite Molecules,
VAM_8_MASTER_Paper/sections/A_SM.tex,subsection: Temporal Ontology and Knot Clocks,
VAM_8_MASTER_Paper/sections/A_SM.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.tex,"On a Vortex-Based Lagrangian Unification of Gravity and Electromagnetism:  From Knotted Æther Vorticity to Standard Model Reconstruction using Swirlclock Dynamics, Topological Charge, and Emergent Mass.\\
    \normalsize",\today
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,section: Photon as a Dipole Vortex Ring in the Æther,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,subsection: Topological Structure and Self-Propulsion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,subsection: Photon as a Toroidal Vortex Ring,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,subsection: Field-Theoretic Correspondence to Electromagnetism,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,subsection: Spin and Polarization,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,subsection: Summary,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,subsection: Benchmark Summary Table,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_1_PhotonAsDipole.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark10.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark10.tex,section: Benchmark 10: Vortex-Based Lagrangian and Standard Model Mapping,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark10.tex,subsection: Topological Classification of SM Particles,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark10.tex,subsection: Lagrangian Structure in VAM,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark10.tex,subsection: Topological Invariants as Charges,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark10.tex,subsection: Implications for Symmetry Breaking,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark10.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,section: Benchmark 1: Deriving Coulomb's Law from a VAM Vortex Knot,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,subsection: Objective,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,subsection: VAM Setup,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,subsection: VAM Electrostatic Analogy,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,subsection: Far-Field Approximation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,subsection: Interpretation,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,subsection: Benchmark Result,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark1_CoulombLaw.tex,subsection: Conclusion,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark2_MagneticFields.tex,,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark2_MagneticFields.tex,section: Benchmark 2: Magnetic Field Analogy of Vortex Rings,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark2_MagneticFields.tex,subsection: Biot–Savart Field from a Vortex Ring,
VAM_5_Lagrangian_Gravity_Electromagnetism/Appendix/Appendix_Benchmark2_MagneticFields.tex,subsection: Comparison with Magnetic Dipole Field,
