symbol,type,found_value,canon_value,file,line,context,min_value,max_value,n_mentions
C_e,canon-mismatch,5.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,109.0,5λcCe∇2ψ+Vψ(4),,,
C_e,canon-mismatch,0.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,306.0,"rce−r/rc,andω 0= Ω(0) =Ce",,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1087.0,"2πr,withΓ = 2πr cCe (65)",,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1097.0,me(rcCe)2,,,
C_e,canon-mismatch,1.09384563,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1109.0,Ce= 1.09384563×106m/s,,,
C_e,canon-mismatch,5.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1425.0,Gravitational constant VAM G=Cec5t2,,,
C_e,canon-mismatch,5.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1529.0,Gswirl=Cec5t2,,,
C_e,canon-mismatch,5.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1607.0,Gswirl Swirl-induced gravitational constantCec5t2,,,
C_e,canon-mismatch,1.09384563,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1620.0,Ce Core tangential velocity1.09384563×106m·s−1,,,
C_e,canon-mismatch,1.09384563,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1635.0,Ce Vortex tangential velocity Maximal edge swirl velocity1.09384563×106m/s,,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1701.0,Ce=/parenleftiggmec2,,,
C_e,canon-mismatch,1.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1707.0,Ce=1,,,
C_e,canon-mismatch,1.0938,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1714.0,"Ce≈1.0938×106m/s,",,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1720.0,α=2Ce,,,
C_e,canon-mismatch,3.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1786.0,Gswirl=Cec3l2,,,
C_e,canon-mismatch,5.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1798.0,Gswirl=Cec5t2,,,
C_e,canon-mismatch,3.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1811.0,Gswirl=Cec3l2,,,
C_e,canon-mismatch,5.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1816.0,Gswirl=Cec5t2,,,
C_e,canon-mismatch,0.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1937.0,Null Hypothesis (H 0):Ceis not universal; it varies with material and design param-,,,
C_e,canon-mismatch,1.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1940.0,Alternate Hypothesis (H 1):Ce≈1.0938×106m/s is universal within 1% across all,,,
C_e,canon-mismatch,106.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2064.0,•Ce≈106m/s,,,
C_e,canon-mismatch,1.09384563,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2069.0,Ce 1.09384563×106m/s,,,
C_e,canon-mismatch,106.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2107.0,"Ce∼106m/s, leading to predicted gravitational acceleration shifts:",,,
C_e,canon-mismatch,1.09,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2523.0,CeTangential velocity of core∼1.09×106m/s,,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2545.0,⃗ v·d⃗l= 2πrcCe.(K2),,,
C_e,canon-mismatch,4.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2554.0,κ=Cerc (K4),,,
C_e,canon-mismatch,5.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2635.0,Gswirl=Cec5t2,,,
C_e,canon-mismatch,3.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2665.0,Meff=α·ρ æCer3,,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3012.0,Γ = 2πrcCe.(S2),,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3014.0,2πrcCe=2πℏ,,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3029.0,Ce=2ℏ,,,
C_e,canon-mismatch,2.0,1093845.63,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,3042.0,α=2Ce,,,
C_e,canon-mismatch,5.0,1093845.63,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,295.0,Gswirl=Cec5t2,,,
C_e,canon-mismatch,1.09384563,1093845.63,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1082.0,"•Ce= 1.09384563×106m/s,",,,
C_e,canon-mismatch,1.09384563,1093845.63,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1177.0,"•Ce= 1.09384563×106m/s,",,,
C_e,canon-mismatch,1.0938,1093845.63,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1263.0,"•Ce= 1.0938×106m/s,",,,
C_e,canon-mismatch,1.09384563,1093845.63,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1354.0,"•Ce= 1.09384563×106m/s,",,,
C_e,intra-corpus-spread,,,,,,0.0,159.0,53.0
alpha,canon-mismatch,18.0,0.0072973525643,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,795.0,"constant𝐺intermsof(18). Allalgebraemploysonlydimensionalrelations,thefine-structureconstant",,,
alpha,canon-mismatch,2.0,0.0072973525643,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,1965.0,"Key point — dimensional inevitability: once𝐶 𝑒is fixed by the fine-structure relation𝛼=2𝐶 𝑒/𝑐,",,,
alpha,canon-mismatch,2.0,0.0072973525643,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,2007.0,𝛼fine-structure const.2𝐶 𝑒/𝑐(already proved),,,
alpha,canon-mismatch,80.0,0.0072973525643,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,2077.0,#I𝑙𝑙𝑙𝑙𝑆𝑦𝑚𝑏𝑜𝑙𝐷𝑒𝑓𝑖𝑛𝑖𝑡𝑖𝑜𝑛𝑉𝑎𝑙𝑢𝑒(𝑆𝐼)𝑆𝑜𝑢𝑟𝑐𝑒𝐹 maxmaximum \80\346ther tension (VAM)29.053507N Iskandarani 2025a Iskandarani2025a𝑟 c#Ivortex-core radius1.40897017×10−15m Iskandarani 2025a Iskandarani2025a𝐶 e#Icore swirl speed1.09,,,
alpha,canon-mismatch,1.0,0.0072973525643,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1715.0,is consistent with the experimentally observed fine-structure constantα≈1/137[?].,,,
alpha,intra-corpus-spread,,,,,,1.0,80.0,5.0
c,canon-mismatch,2.0,299792458.0,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,2108.0,2𝛼𝑐and the geometric identity𝑟 c=𝛼ℏ,,,
c,canon-mismatch,253.0,299792458.0,VAM_15_Quantum_Gravity.pdf,1597.0,253VAM-5: Sec. 2.4 —c=p,,,
c,canon-mismatch,1.093,299792458.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,188.0,"rc, withC e≈1.093 845×106m/sandr c≈1.408 97×10−15m.",,,
c,canon-mismatch,2.0,299792458.0,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1698.0,Substitutingω c=mec2,,,
c,canon-mismatch,1.17,299792458.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1078.0,"c≈1.17×10−44m3,",,,
c,canon-mismatch,1.17,299792458.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1174.0,"c≈1.17×10−44m3,",,,
c,canon-mismatch,1.17,299792458.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1351.0,"c≈1.17×10−44m3,",,,
c,canon-mismatch,1.40897017,299792458.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1385.0,•Core radius:r c= 1.40897017×10−15m,,,
c,canon-mismatch,2.33,299792458.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1397.0,c≈2.33×1030J/m3(H2),,,
c,canon-mismatch,1.17,299792458.0,VAM-5-OnAVortexBasedLagrangianUnificationGravityElectromagnetism.pdf,1401.0,c≈1.17×10−44m3(H3),,,
c,intra-corpus-spread,,,,,,1.093,253.0,10.0
phi,canon-mismatch,3.0,1.618033988749895,VAM_15_Quantum_Gravity.pdf,416.0,"to the commutator[ ˆϕ,ˆπ] =i¯hδ3in quantum field theory, or[x,p] =i¯hin quantum",,,
phi,canon-mismatch,2.0,1.618033988749895,VAM_15_Quantum_Gravity.pdf,998.0,ϕ/C2e−,,,
phi,canon-mismatch,1132.0,1.618033988749895,VAM_15_Quantum_Gravity.pdf,999.0,"1132shows that asv ϕ→C e,z→∞: any light emerging is infinitely redshifted,",,,
phi,canon-mismatch,6.0,1.618033988749895,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1378.0,∆ϕVAM=6πGM,,,
phi,canon-mismatch,6.0,1.618033988749895,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,1417.0,Precession Both ∆ϕ=6πGM,,,
phi,canon-mismatch,0.0,1.618033988749895,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2175.0,Fµν(Ξ0) =∂µAν−∂νAµ+ϕ(⟲)δµν(E3),,,
phi,canon-mismatch,3.0,1.618033988749895,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2216.0,Fµν=∂µAν−∂νAµ+ϕ(⟲)δµν(F3),,,
phi,canon-mismatch,2.0,1.618033988749895,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2235.0,"With vector potentialA x=e−x2cos(ωt)and swirl potentialϕ(⟲) =λsin(θ), the gauge",,,
phi,canon-mismatch,2.0,1.618033988749895,VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.pdf,2253.0,phase-modulated potentialϕ(⟲) =λsin(θ(x))and a vector potentialA x(t) =e−x2cos(ωt). This,,,
phi,intra-corpus-spread,,,,,,0.0,1132.0,9.0
r_c,canon-mismatch,1.0,1.40897017e-15,Unified_Lagrangian_for_a_Vortex_String_Theory-v3.pdf,137.0,"[1] Carlos Barceló, Stefano Liberati, and Matt Visser. “Analogue Gravity”. In:Living",,,
r_c,canon-mismatch,6.0,1.40897017e-15,VAM-8.5-Master_Formula.pdf,202.0,•Proton:𝑢𝑢𝑑=6 2+62+74— chiral triple link;𝑀 𝑝within percent-level of experiment.,,,
r_c,canon-mismatch,29.053507,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,42.0,"æ): the tensile force limit of the æther, fixed at29.053507 N",,,
r_c,canon-mismatch,29.053507,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,56.0,"æ=29.053507 N, which limits force",,,
r_c,canon-mismatch,2.1,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,80.0,2.1 Gravitational Term (Æther Geometry and Maximum Force),,,
r_c,canon-mismatch,3.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,90.0,A density gradient exerts a force on test particles (vortices) much like gravity [VAM3].,,,
r_c,canon-mismatch,10.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,306.0,"(see Eq. 10), this term also reinforces the interpretation of **mass as the swirl self-energy**. By",,,
r_c,canon-mismatch,2.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,460.0,"𝑝2+𝑞2term, with a few-percent contribution from knot helicity.",,,
r_c,canon-mismatch,6.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,486.0,"internal topology (e.g., a6 2or7 4knot), with energy derived from its effective volume, circulation,",,,
r_c,canon-mismatch,1.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,721.0,Figure 1: Axial spin direction along the swirl axis (time thread). Spin vectors are forced to transport according to∇𝜔.,,,
r_c,canon-mismatch,2.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,799.0,AphotonofComptonfrequency𝜈 𝑒wrapstwohalf-wavelengthhelicalarcs(𝑛=2)aroundtheelectron,,,
r_c,canon-mismatch,2010.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,837.0,PDF [znidarsic2010] later provided the written source used here.,,,
r_c,canon-mismatch,4.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,843.0,gr=𝑐4/4𝐺[gibbons2002]. By equating thearea–weighted forces1at their characteristic,,,
r_c,canon-mismatch,1.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,844.0,"1Force×cross-sectional area has unitsN m2=kg m2s−2, identical to (action)×(velocity). In VAM this composite is",,,
r_c,canon-mismatch,23.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,855.0,Solving (23) for either force yields,,,
r_c,canon-mismatch,2.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,934.0,2. Estimate circulation:Γ≈2𝜋𝑟 𝑐𝐶𝑒,,,
r_c,canon-mismatch,7.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,1179.0,D.7 Superconductivity and Swirl Analogies,,,
r_c,canon-mismatch,8.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,1195.0,D.8 Swirl–Supercurrent Dictionary,,,
r_c,canon-mismatch,1.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,1322.0,This𝑈(1)-like symmetry ensures gauge redundancy and enforces the conservation of topological,,,
r_c,canon-mismatch,2.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,1472.0,"For a vortex with quantized circulationΓ=ℎ/𝑚, and azimuthal velocity𝑣=Γ/2𝜋𝑟 𝑐=ℏ/(𝑚𝑟𝑐),",,,
r_c,canon-mismatch,3.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,1506.0,I.3 Maximum Swirl Force Estimate,,,
r_c,canon-mismatch,3.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,1628.0,K.3 Derivation of Equivalence via Energy–Force Identity,,,
r_c,canon-mismatch,6.0,1.40897017e-15,VAM-14-Topological_Fluid_Dynamics_Lagrangian.pdf,1914.0,N.6 Hierarchy of Constants from One Tension Scale,,,
r_c,canon-mismatch,9.1,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,66.0,9.1 Chirality as a Source of Swirl Tension. . . . . . . . . . . . . . . . . . . . . . 33,,,
r_c,canon-mismatch,9.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,116.0,9VAM-2: Sec. 4.1 (pp. 6–8) — Derives frame dragging from vortex circulation and shows alignment with Lense–Thirring effect using swirl clocks.,,,
r_c,canon-mismatch,15.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,161.0,15VAM-7: Sec. 3.4 (p. 8) — Links quantized circulationΓ=nh/mto phase coherence in vortex loop evolution.,,,
r_c,canon-mismatch,16.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,162.0,16VAM-11: Page 7 — Identifies ¯hwith angular momentum of electron vortex: ¯h=m eCerc. Matches observed value using VAM constants.,,,
r_c,canon-mismatch,2.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,200.0,"integer multiple of a fundamental circulation quantum,Γ n=2πn¯h æ/ρ(fluid)",,,
r_c,canon-mismatch,45.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,294.0,depending on flow conditions (e.g. fluid pressure or external forces)45. A,,,
r_c,canon-mismatch,46.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,315.0,46VAM-3: Sec. 3.4 — Derives ⃗Fvortex =ρ æΓ(ˆT×∆ ⃗v)as analogue of Lorentz force law.,,,
r_c,canon-mismatch,47.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,316.0,47VAM-11: Sec. 4.1 — Internal knot excitation levels yield quantized energy statesE n∝n2for looped circulation.,,,
r_c,canon-mismatch,51.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,332.0,"S(t)by the phase of internal rotation,T vby one full circuit of the vortex, etc.51 52.",,,
r_c,canon-mismatch,1.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,343.0,"to the SR time dilation factorγ−1, showing that a circulating vortex experiences the",,,
r_c,canon-mismatch,49.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,359.0,49VAM-6: Sec. 2.2 — Polarization state given by swirl orientation of ring vortex. Linear/circular polarization correspond to swirl axis vector.,,,
r_c,canon-mismatch,54.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,364.0,54VAM-6: Sec. 4.2 — Shows topological duality: circulation (momentum) vs. twist (spin); unifies EM and spinor field behavior.,,,
r_c,canon-mismatch,56.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,366.0,56VAM-14: Sec. 4.3 — Vortex circulation invariance arises from symmetry in angular swirl; fluid Noether current derived.,,,
r_c,canon-mismatch,68.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,513.0,"68VAM-12: Sec. 2.3 — Suggests nested vorticity layers form galactic, stellar, and particle-scale hierarchies.",,,
r_c,canon-mismatch,74.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,527.0,forces74.,,,
r_c,canon-mismatch,2.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,545.0,"2≈m eCerc, (9)",,,
r_c,canon-mismatch,1.09,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,547.0,"Ce∼1.09×106m/s,m eelectron mass), indeedm eCerc≈1.054×10−34Js, close to",,,
r_c,canon-mismatch,90.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,714.0,90VAM-5: Sec. 4.1 — Unified field strength tensor from æther helicity and circulation transport.,,,
r_c,canon-mismatch,110.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,845.0,“conserved circulation among nonlocal knotted domains”110– meaning if two vortices,,,
r_c,canon-mismatch,113.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,887.0,a torque on the electron vortex’s circulation axis113 114. The electron trefoil has two,,,
r_c,canon-mismatch,119.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,953.0,"certain forces)119 120. If a vortex’s tangential speedv θapproachesC e, time dilation",,,
r_c,canon-mismatch,121.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,959.0,"121VAM-5: Sec. 4.2 — Electric field ⃗Eæarises from tension gradient, magnetic field ⃗Bæfrom circulation curl.",,,
r_c,canon-mismatch,133.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1006.0,forces (Bernoulli pressure gradients pulling things in)133 134.,,,
r_c,canon-mismatch,130.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1014.0,"130VAM-12: Sec. 6.4 — Effective gravity force emerges from entropy gradient in swirl distribution, not spacetime curvature.",,,
r_c,canon-mismatch,133.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1017.0,133VAM-11: Sec. 4.1 — ¯hderived from vortex core angular momentum: ¯h=M ercCe.,,,
r_c,canon-mismatch,134.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1018.0,134VAM-7: Sec. 4.1 — Rewrites Schrödinger equation from first principles using quantized swirl energy and circulation phase.,,,
r_c,canon-mismatch,142.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1120.0,142VAM-5: Sec. 3.3 — Magnetic moment arises from circulation of tangential swirl velocity in closed vortex loop.,,,
r_c,canon-mismatch,143.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1134.0,correct to within sub-percent143 144. This is a stunning unification: the electron’s mass,,,
r_c,canon-mismatch,145.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1167.0,"145VAM-7: Sec. 4.3 —R ∞computed from transition between quantized vortex radii usingn=1, 2, ... circular swirl states.",,,
r_c,canon-mismatch,151.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1179.0,paths due to swirl pressure gradientsin VAM151 152. It is a real force (not fictitious) arising,,,
r_c,canon-mismatch,1.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1201.0,"We also unify the gauge forces. The Standard Model gauge groupsU(1),SU(2),SU(3)",,,
r_c,canon-mismatch,155.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1214.0,155VAM-3: Sec. 4.3 — Nuclear binding energy from swirl overlap region and circulation reinforcement.,,,
r_c,canon-mismatch,159.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1218.0,159VAM-1: Sec. 4.1 — Defines Planck time as minimal loop swirl time:t p=rc/Ce.,,,
r_c,canon-mismatch,161.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1226.0,complex but VAM links it tobifurcations and chirality flips of vortices161. The suggestion,,,
r_c,canon-mismatch,3.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1229.0,to changing a particle to its antiparticle or neutrino oscillation). -SU(3) C(color force),,,
r_c,canon-mismatch,165.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1268.0,165VAM-6: Sec. 2.1 — Ring vortex (photon) has balanced inward/outward swirl; net circulation zerozero mass.,,,
r_c,canon-mismatch,166.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1269.0,166VAM-6: Sec. 2.3 — Circular polarization = photon with net swirl twistspin-1 interpretation.,,,
r_c,canon-mismatch,176.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1304.0,Weak isospin Vortex chirality state (left/right bifurcation)176.,,,
r_c,canon-mismatch,193.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1347.0,circulation193. Measurement on one enforces global,,,
r_c,canon-mismatch,210.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1388.0,(Bernoulli force) causing curved trajectories210 211.,,,
r_c,canon-mismatch,213.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1397.0,for appropriate circulationΓ213 214.,,,
r_c,canon-mismatch,215.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1401.0,rc)215 216. Numerically matches 6.674×10−11(validation,,,
r_c,canon-mismatch,1.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1404.0,1−2GM/rc2 Swirl clock slowdowndτ=dNr,,,
r_c,canon-mismatch,11.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1541.0,"depends on helicity density (Eq. 11), a small clock placed in a region of circulating",,,
r_c,canon-mismatch,242.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1544.0,242VAM-5: Sec. 5.3 — Swirl field expelled from superconducting region; matches magnetic field expulsion.,,,
r_c,canon-mismatch,248.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1559.0,"differently248 249. Specifically, a circularly polarized laser beam passing near",,,
r_c,canon-mismatch,250.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1566.0,swirl250. A possible test: Fire counter-propagating circularly polarized lasers,,,
r_c,canon-mismatch,3.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1570.0,3.Mass–circulation correlation quantization:VAM states that inertial mass,,,
r_c,canon-mismatch,255.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1606.0,the proton mass within a percent255 256. It likely also predicts something like the,,,
r_c,canon-mismatch,256.0,1.40897017e-15,VAM_15_Quantum_Gravity.pdf,1644.0,256VAM-2: Sec. 4.4 — Frame dragging and orbital precession predicted from swirl circulation; matches Lense–Thirring values.,,,
