file,title,date
VAM_1_TimeDilation_in_3D/Tijddilatatie/5_gravitationele_tijd_dilatatie.tex,subsection: Interpretatie,
VAM_1_TimeDilation_in_3D/Tijddilatatie/5_gravitationele_tijd_dilatatie.tex,subsection: Alternatieve afleiding via Æther-drukgradiënten,
VAM_1_TimeDilation_in_3D/Tijddilatatie/6_gecombineerde_effecten.tex,,
VAM_1_TimeDilation_in_3D/Tijddilatatie/6_gecombineerde_effecten.tex,section: Gecombineerde effecten en verdere voorspellingen,
VAM_1_TimeDilation_in_3D/Tijddilatatie/6_gecombineerde_effecten.tex,subsection: Gecombineerde beweging en gravitationeel veld,
VAM_1_TimeDilation_in_3D/Tijddilatatie/6_gecombineerde_effecten.tex,subsection: Voorbeeld: Circulaire baantijddilatatie,
VAM_1_TimeDilation_in_3D/Tijddilatatie/6_gecombineerde_effecten.tex,subsection: Implicaties nabij een horizon,
VAM_1_TimeDilation_in_3D/Tijddilatatie/6_gecombineerde_effecten.tex,subsection: Consistentie van kwantum- en kosmische schaal,
VAM_1_TimeDilation_in_3D/Tijddilatatie/6_gecombineerde_effecten.tex,subsection: Uniforme interpretatie,
VAM_1_TimeDilation_in_3D/Tijddilatatie/7_conclusie.tex,,
VAM_1_TimeDilation_in_3D/Tijddilatatie/7_conclusie.tex,section: Conclusie,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_A.tex,,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_A.tex,section: Appendix A: Macroscopische Klokken als Samengestelde Wervelstructuren,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_A.tex,subsection: Tijddilatatie van individuele wervels,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_A.tex,subsection: Samengestelde wervelsystemen,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_A.tex,subsection: Decoherente systemen,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_A.tex,subsection: Conclusie,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_B.tex,,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_B.tex,section: Appendix B: Afwijkende Voorspellingen ten opzichte van Algemene Relativiteit,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_B.tex,subsection: 1. Tijddilatatie in roterende superfluïda,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_B.tex,subsection: 2. Vorticiteitsafhankelijke vertraging in LENR-achtige systemen,
VAM_1_TimeDilation_in_3D/Tijddilatatie/appendix_B.tex,subsection: 3. Lichtafbuiging zonder ruimtetijdkromming,
VAM_1_TimeDilation_in_3D/TimeDilation/1_introduction.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/1_introduction.tex,section: Introduction,
VAM_1_TimeDilation_in_3D/TimeDilation/2_superfluid_æther_framework.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/2_superfluid_æther_framework.tex,section: Superfluid Æther Framework,
VAM_1_TimeDilation_in_3D/TimeDilation/2_superfluid_æther_framework.tex,subsection: Ætheric Pressure and Density Notation,
VAM_1_TimeDilation_in_3D/TimeDilation/2_superfluid_æther_framework.tex,subsection: Interpretation: Time as Local Phase in a Shared Now,
VAM_1_TimeDilation_in_3D/TimeDilation/2_superfluid_æther_framework.tex,subsection: Fundamental Constants and Relations,
VAM_1_TimeDilation_in_3D/TimeDilation/3_vortex_clocks.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/3_vortex_clocks.tex,section: Vortex Clocks and Proper Time,
VAM_1_TimeDilation_in_3D/TimeDilation/4_special_relativity.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/4_special_relativity.tex,section: Time Dilation from Relative Motion,
VAM_1_TimeDilation_in_3D/TimeDilation/4_special_relativity.tex,subsection: (a) Kinematic Derivation,
VAM_1_TimeDilation_in_3D/TimeDilation/4_special_relativity.tex,subsection: (b) Fluid-Dynamic Interpretation,
VAM_1_TimeDilation_in_3D/TimeDilation/4_special_relativity.tex,subsection: Implication,
VAM_1_TimeDilation_in_3D/TimeDilation/4_special_relativity.tex,section: Generalized Dilation from Swirl Field Tension,
VAM_1_TimeDilation_in_3D/TimeDilation/5_gravitational_time_dilation.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/5_gravitational_time_dilation.tex,section: Gravitational Time Dilation via Æther Flow,
VAM_1_TimeDilation_in_3D/TimeDilation/5_gravitational_time_dilation.tex,subsection: 5A. Æther Flow as Gravity,
VAM_1_TimeDilation_in_3D/TimeDilation/5_gravitational_time_dilation.tex,subsection: Æther Drag and Clock Slowdown,
VAM_1_TimeDilation_in_3D/TimeDilation/5_gravitational_time_dilation.tex,subsection: Interpretation,
VAM_1_TimeDilation_in_3D/TimeDilation/5_gravitational_time_dilation.tex,subsection: 5B. Alternative Derivation via Swirl Tension Field,
VAM_1_TimeDilation_in_3D/TimeDilation/5_gravitational_time_dilation.tex,subsection: 5C. Bernoulli Interpretation via Æther Pressure Gradients,
VAM_1_TimeDilation_in_3D/TimeDilation/6_combined_effects.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/6_combined_effects.tex,section: Combined Effects and Further Predictions,
VAM_1_TimeDilation_in_3D/TimeDilation/6_combined_effects.tex,subsection: Combined Motion and Gravitational Field,
VAM_1_TimeDilation_in_3D/TimeDilation/6_combined_effects.tex,subsection: Example: Circular Orbit Time Dilation,
VAM_1_TimeDilation_in_3D/TimeDilation/6_combined_effects.tex,subsection: Implications Near a Horizon,
VAM_1_TimeDilation_in_3D/TimeDilation/6_combined_effects.tex,subsection: Quantum and Cosmic-Scale Consistency,
VAM_1_TimeDilation_in_3D/TimeDilation/6_combined_effects.tex,subsection: Unified Interpretation,
VAM_1_TimeDilation_in_3D/TimeDilation/7_conclusion.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/7_conclusion.tex,section: Conclusion,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_A.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_A.tex,section: Appendix A:,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_A.tex,section: Macroscopic Clocks as Composite Vortex Structures,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_A.tex,subsection: 1. Time dilation of individual vortices,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_A.tex,subsection: 2. Compound vortex systems,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_A.tex,subsection: 3. Decoherent systems,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_A.tex,subsection: Conclusion,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_B.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_B.tex,section: Appendix B:,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_B.tex,section: Deviating Predictions from General Relativity,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_B.tex,subsection: 1. Time dilation in rotating superfluids,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_B.tex,subsection: 2. Vorticity-dependent delay in LENR-like systems,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_B.tex,subsection: 3. Light Bending Without Spacetime Curvature,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,section: Appendix C:,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,section: Temporal Structures in the Vortex Æther Model (VAM),
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,subsection: Aithēr-Time $\mathcal{N,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,subsection: Now-Point $\nu_0$ — Local Present Intersection,
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,"subsection: Swirl Clock $S(t)$ — Phase Evolution, Continuous Identity",
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,"subsection: Vortex Time $T_v$ — Topological Duration, Internal Clock",
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,"subsection: Chronos-Time $\tau$ — Measurable, External Flow",
VAM_1_TimeDilation_in_3D/TimeDilation/appendix_C.tex,subsection: Kairos Moment $\mathbb{K,
VAM_2_Swirl_Clocks/2-Swirl_Clocks_and_Vorticity-Induced_Gravity.bib,,
VAM_2_Swirl_Clocks/ONLINE-2-Swirl_Clocks_Appendices.tex,Swirl Clock Appendices\\[0.5em],\today
VAM_2_Swirl_Clocks/VAM-2-Swirl_Clocks_and_Vorticity-Induced_Gravity.tex,"Swirl Clocks and Vorticity-Induced Gravity\\[0.25em]
\large Reformulating Relativity in a Structured Æther",\today
VAM_2_Swirl_Clocks/vam_enhanced.tex,Emergent General Relativity from Structured Swirl Dynamics in the Vortex Æther Model (VAM),\today
VAM_2_Swirl_Clocks/vam_enhanced.tex,section: Key Equations and Definitions,
VAM_2_Swirl_Clocks/vam_enhanced.tex,section: Temporal Constructs in VAM,
VAM_2_Swirl_Clocks/vam_enhanced.tex,section: Gravitational Redshift Analogue,
VAM_2_Swirl_Clocks/vam_enhanced.tex,section: Conclusion,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,section: Introduction,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,section: Æther Revisited: From Historical Medium to Vorticity Field,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,subsection: Postulates of the Vortex Æther Model,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,subsection: Fundamental VAM constants,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,subsection: Planck scale and topological mass,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,subsection: Emergent quantum constants and Schrödinger equation,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,subsection: LENR and eddy quantum effects,
VAM_2_Swirl_Clocks/Swirl_Clocks/00_Introduction.tex,subsection: Summary of GR and VAM observables,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,subsection: Temporal Ontology in the Vortex Æther Model,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,section: Scale-dependent Æther Densities in VAM,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,subsection: 1. Fluid Density: Constant Background,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,subsection: 2. Energy Density: Core-Localized,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,subsection: 3. Transition Profile,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,section: Layered Time Dilation from Swirl Dynamics,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,subsection: Derivation from vortex hydrodynamics,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,subsection: GR vs VAM: Temporal Flow and Causality,
VAM_2_Swirl_Clocks/Swirl_Clocks/01_Time_Dilation_from_Vortex_Dynamics.tex,subsection: Practical implications and experimental testability,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,section: Entropy and Quantum Effects in the Vortex Æther Model,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,subsection: Entropy as vorticity distribution,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,subsection: Quantum behavior from knotted vortex structures,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,subsection: VAM interpretation of quantization and duality,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,subsection: Summary,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,section: Entropy as a Vorticity-Weighted Invariant,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,subsection: VAM Pressure Gradients and Entropy Flow,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,subsection: Thermal Expansion of Vortex Knots,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,subsection: Clausius Inequality and Helicity Dissipation,
VAM_2_Swirl_Clocks/Swirl_Clocks/02_entropy.tex,subsection: Carnot Efficiency in Swirl Fields,
VAM_2_Swirl_Clocks/Swirl_Clocks/03_Time_Modulation_by_Vortex_Knot_Rotation.tex,,
VAM_2_Swirl_Clocks/Swirl_Clocks/03_Time_Modulation_by_Vortex_Knot_Rotation.tex,section: Time Modulation by Rotation of Vortex Nodes,
VAM_2_Swirl_Clocks/Swirl_Clocks/03_Time_Modulation_by_Vortex_Knot_Rotation.tex,subsection: Heuristic and Energetic Derivation,
VAM_2_Swirl_Clocks/Swirl_Clocks/03_Time_Modulation_by_Vortex_Knot_Rotation.tex,subsection: Topological and Physical Justification,
VAM_2_Swirl_Clocks/Swirl_Clocks/04_Proper_Time_for_a_Rotating_Observer_in_Æther_Flow.tex,,
VAM_2_Swirl_Clocks/Swirl_Clocks/04_Proper_Time_for_a_Rotating_Observer_in_Æther_Flow.tex,section: Proper Time for a Rotating Observer in Æther Flow,
VAM_2_Swirl_Clocks/Swirl_Clocks/04_Proper_Time_for_a_Rotating_Observer_in_Æther_Flow.tex,subsection: GR Proper Time in Rotating Frames,
VAM_2_Swirl_Clocks/Swirl_Clocks/04_Proper_Time_for_a_Rotating_Observer_in_Æther_Flow.tex,subsection: Æther-Based Analogy: Velocity-Derived Time Modulation,
VAM_2_Swirl_Clocks/Swirl_Clocks/04_Proper_Time_for_a_Rotating_Observer_in_Æther_Flow.tex,subsection: Physical Interpretation and Temporal Consistency,
VAM_2_Swirl_Clocks/Swirl_Clocks/05_Kerr-Like_Time_Adjustment_from_Vorticity_and_Circulation.tex,,
